Symbol,Sum
2014-02-28,0.02356101067633538
2014-03-31,0.0006289250185312987
2014-04-30,0.039060303354109385
2014-05-30,0.030433204720626803
2014-06-30,0.0520010857698941
2014-07-31,-0.02915204511750007
2014-08-29,-0.007736623307620399
2014-09-30,-0.046902960640602426
2014-10-31,0.050687632420458706
2014-11-28,0.03520701048827208
2014-12-30,-0.05150455592054513
2015-01-30,-0.0005854444695175077
2015-02-27,-0.05631452983298283
2015-03-31,-0.10015408741825543
2015-04-30,0.0027995936883207146
2015-05-29,-0.17158218506187675
2015-06-30,-0.20027228514002998
2015-07-31,-0.10223475368848818
2015-08-31,-0.03207990655680422
2015-09-30,0.11075520842910518
2015-10-30,0.20509203602697226
2015-11-30,-0.02735529044138325
2015-12-30,-0.014957977641316386
2016-01-29,-0.1177576181199569
